#q2lo q2hi qTlo qThi PDF0  uncertainty
125.044 125.046 5 10 1.934627228874729e-09 3.140124297461123e-16
125.044 125.046 10 15 1.642334389561053e-09 3.437135331284902e-14
125.044 125.046 15 20 1.220961009291736e-09 1.249663310819669e-14
125.044 125.046 20 25 8.781795519699637e-10 7.124795429545618e-15
125.044 125.046 25 30 6.246584307219202e-10 4.459906580305083e-15
125.044 125.046 30 35 4.40815370962379e-10 2.697159604136759e-15
125.044 125.046 35 40 3.074468099284756e-10 1.738798478590756e-15
125.046 125.048 0 5 1.028225312047316e-09 3.425704874179267e-14
125.046 125.048 5 10 1.773893667598202e-09 2.421193658046825e-16
125.046 125.048 10 15 1.505894740604449e-09 3.155576265954074e-14
125.046 125.048 15 20 1.119533744631249e-09 1.148776804988502e-14
125.046 125.048 20 25 8.052317770381268e-10 6.512320578432727e-15
125.046 125.048 25 30 5.727728207640632e-10 4.104351151344172e-15
125.046 125.048 30 35 4.042024452702284e-10 2.483634828361198e-15
125.046 125.048 35 40 2.819129540930968e-10 1.601697968680781e-15
125.048 125.05 0 5 9.462002270794369e-10 3.150518936731882e-14
125.048 125.05 5 10 1.63239391141657e-09 1.887131110928911e-16
125.048 125.05 10 15 1.385781443514386e-09 2.906851129455747e-14
125.048 125.05 15 20 1.030243011067745e-09 1.059331599587504e-14
125.048 125.05 20 25 7.410125870305222e-10 5.977584448732832e-15
125.048 125.05 25 30 5.270954806869825e-10 3.788122623983523e-15
125.048 125.05 30 35 3.719702771926847e-10 2.29339138164309e-15
125.048 125.05 35 40 2.594341654204399e-10 1.479421670187858e-15
124.952 125.05 0 40 1.21327900400878e-05 9.282246800307194e-11
